-0.00012738,-1.3916e-05,1.471e-05,-0.00024653,-0.00015644,-0.00014234,0.00024915,-0.0001131,-0.00014722,-0.0001551,-5.5666e-05,-0.00011689,-0.00015528,-0.00024018,-0.00010761
-0.0001554,-5.4872e-05,-2.0508e-05,-0.00027088,-0.00019263,-0.00018537,0.00022388,-0.00013947,-0.00016773,-0.00019831,-6.3906e-05,-0.00010242,-0.00018146,-0.00025697,-0.00013227
-0.00018708,-9.3326e-05,-5.1698e-05,-0.0002956,-0.00022535,-0.00022675,0.00018793,-0.00016749,-0.0001858,-0.00024116,-7.6052e-05,-0.00011829,-0.00020533,-0.00027338,-0.00015516
-0.00021375,-0.00011567,-7.2268e-05,-0.00031025,-0.00024763,-0.00025776,0.0001709,-0.00019977,-0.00020917,-0.00027741,-8.9114e-05,-0.00014612,-0.00023188,-0.0002884,-0.00017292
-0.00022059,-0.00011823,-8.8504e-05,-0.00030482,-0.00026124,-0.00028285,0.00017902,-0.00022968,-0.00022602,-0.00029255,-9.7171e-05,-0.00015094,-0.00026173,-0.00029841,-0.00018268
-0.00021393,-0.00010498,-9.5584e-05,-0.00028394,-0.0002696,-0.00030488,0.00020081,-0.00025013,-0.00022535,-0.00029237,-0.00010389,-0.00013282,-0.00028755,-0.00029963,-0.00018604
-0.00020936,-9.6255e-05,-0.00010187,-0.0002743,-0.00028364,-0.00032734,0.00021589,-0.00026704,-0.00023109,-0.00030036,-0.00011853,-0.00013398,-0.00030317,-0.000305,-0.00019275
-0.00021143,-0.00010114,-0.00011097,-0.00027924,-0.00030201,-0.00034761,0.00021992,-0.00028883,-0.00025764,-0.00031819,-0.00013959,-0.00017475,-0.00031916,-0.00031947,-0.00020985
-0.00021656,-0.00010578,-0.00012311,-0.00028266,-0.00031715,-0.0003672,0.00021577,-0.0003072,-0.00027723,-0.00032765,-0.00015467,-0.00021406,-0.00033808,-0.00033338,-0.00023255
-0.00021381,-0.00010419,-0.00013337,-0.00028748,-0.00032423,-0.00038289,0.00020814,-0.00032112,-0.00027772,-0.00032887,-0.0001601,-0.00022919,-0.00034639,-0.00033815,-0.00024335
-0.00020582,-0.0001131,-0.00014447,-0.00029048,-0.00032319,-0.00038868,0.00019953,-0.00033271,-0.00027662,-0.00033314,-0.00016126,-0.00024042,-0.00033943,-0.00033827,-0.00024574
-0.00019831,-0.00012488,-0.00015583,-0.00028516,-0.00031812,-0.00039161,0.00019642,-0.00034419,-0.00028401,-0.00034693,-0.00016559,-0.00026783,-0.00033546,-0.00034223,-0.00025184
-0.00019337,-0.000133,-0.00016865,-0.00027827,-0.00031489,-0.00039875,0.00018873,-0.00035646,-0.0002964,-0.00037123,-0.00017756,-0.00031068,-0.00034028,-0.00035603,-0.00026258
-0.00018494,-0.00013642,-0.00017774,-0.00027137,-0.00031257,-0.00039937,0.00017853,-0.00036805,-0.00030811,-0.00040504,-0.00019306,-0.00034687,-0.00034846,-0.00037422,-0.00026789
-0.00017267,-0.00013135,-0.00018128,-0.0002616,-0.00030909,-0.00039314,0.00018342,-0.00037098,-0.00031715,-0.00043306,-0.00020179,-0.00036201,-0.00035658,-0.00038569,-0.00026026
-0.00015503,-0.00011322,-0.00018,-0.00024384,-0.00030024,-0.00038246,0.00019868,-0.00037184,-0.00033015,-0.00044942,-0.00020594,-0.0003755,-0.00036464,-0.00038582,-0.00025135
