-0.00042616,-0.000592,-0.00064827,-0.00025825,-0.0004742,-8.1973e-05,0.00021467,-0.00020637,-0.00019721,-0.00018177,-9.1433e-05,-0.0002317,-0.00015033,-0.00016291,-0.00012006
-0.00039351,-0.00058199,-0.00061434,-0.00025636,-0.00046461,-4.6022e-05,0.00011603,-0.00020862,-0.00019404,-0.00017902,-8.9541e-05,-0.00022993,-0.00014386,-0.00015131,-0.00010779
-0.0003769,-0.00057332,-0.00058058,-0.00025813,-0.00045344,-2.4415e-05,3.6866e-05,-0.00021271,-0.00019068,-0.00017029,-8.8565e-05,-0.00022474,-0.00014081,-0.00014142,-0.0001175
-0.00037721,-0.00055599,-0.00056343,-0.00026514,-0.00043733,-1.4893e-05,-2.5575e-05,-0.00020234,-0.00018384,-0.0001474,-8.4109e-05,-0.00021809,-0.00013038,-0.00013935,-0.00014325
-0.00037977,-0.00052876,-0.00055525,-0.00027766,-0.00041499,-1.1658e-05,-6.6713e-05,-0.00018757,-0.00018329,-0.00012342,-7.8127e-05,-0.00021332,-0.00012207,-0.00014783,-0.00016565
-0.00039106,-0.00052626,-0.00056343,-0.00031172,-0.000412,-2.2767e-05,-8.8076e-05,-0.00018171,-0.00019123,-0.00011615,-7.5381e-05,-0.00020728,-0.00012928,-0.00016083,-0.00017933
-0.00042305,-0.00057076,-0.00058235,-0.00036811,-0.00042738,-4.3825e-05,-0.00011182,-0.00018256,-0.00019623,-0.00011866,-7.6846e-05,-0.0002038,-0.00013953,-0.00016651,-0.00018397
-0.00047414,-0.00063301,-0.0006025,-0.00043422,-0.00046278,-7.0193e-05,-0.0001764,-0.0001803,-0.00019172,-0.00011829,-7.7029e-05,-0.00020447,-0.00013855,-0.00016022,-0.00017689
-0.00051442,-0.0006722,-0.00060811,-0.0004723,-0.00050301,-8.5757e-05,-0.00026209,-0.00017524,-0.00018439,-0.00012329,-7.3183e-05,-0.00020838,-0.00012989,-0.00015247,-0.00016932
-0.00052876,-0.0006802,-0.00059871,-0.00050392,-0.00051943,-8.6978e-05,-0.00030512,-0.0001695,-0.00017896,-0.00012885,-6.6469e-05,-0.00020899,-0.00012,-0.00014844,-0.00017066
