1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1188e-27,0.88789,0,0,0,0,0,0,0,0,0,7.0042e-64,0,0,0,0.906,0,0,0,2.9734e-06,0,0,0,0,0,0,0.0088637,0,0,4.2376e-27,2.056e-18,0,0,0,0.64105,0,1.4867e-06,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6946e-23,1.9229,0,0,0,0,0,0,0,0,0,1.0262e-56,0,0,0,0.97245,0,0,0,0.00026766,0,0,0,0,0,0,0.10798,0,0,1.5389e-22,1.0105e-14,0,0,0,0.64535,0,0.00013383,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028e-18,1.9272,0,0,0,0,0,0,0,0,0,5.5307e-50,0,0,0,0.96429,0,0,0,0.0088637,0,0,0,0,0,0,0.48394,0,0,2.056e-18,1.8269e-11,0,0,0,0.35009,0,0.0044318,1.1042e-87,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0523e-15,0.94201,0,0,0,0,0,0,0,0,0,1.0966e-43,0,0,0,0.78877,0,0,0,0.10798,0,0,0,0,0,0,0.79788,0,0,1.0105e-14,1.2152e-08,0,0,0,0.30509,0,0.053991,3.2493e-79,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1347e-12,0.42167,0,0,0,0,0,0,0,0,0,7.9988e-38,0,0,0,0.74916,0,0,0,0.48394,0,0,0,0,0,0,0.48394,0,0,1.8269e-11,2.9734e-06,0,0,0,0.46636,0,0.24197,3.5175e-71,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0759e-09,0.46676,0,0,0,0,0,0,0,0,0,2.1464e-32,0,0,0,0.64978,0,0,0,0.79788,0,0,0,0,0,0,0.10798,0,0,1.2152e-08,0.00026766,0,0,0,0.59206,0,0.39894,1.4008e-63,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4867e-06,0.48878,0,0,0,0,0,0,0,0,0,2.1188e-27,0,0,0,0.29623,0,0,0,0.48394,0,0,0,0,0,0,0.0088637,0,0,2.9734e-06,0.0088637,0,0,0,0.93688,0,0.24197,2.0523e-56,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013383,0.50693,0,0,0,0,0,0,0,0,0,7.6946e-23,0,0,0,0.058426,0,0,0,0.10798,0,0,0,0,0,0,0.00026766,0,0,0.00026766,0.10798,0,0,0,1.0443,0,0.053991,1.1061e-49,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044318,0.48837,0,0,0,0,0,0,0,0,0,1.028e-18,0,0,0,0.0045657,0,0,0,0.0088637,0,0,0,0,0,0,2.9734e-06,0,0,0.0088637,0.48394,0,0,0,0.53807,0,0.0044318,2.1932e-43,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053991,0.45307,0,0,0,0,0,0,0,0,0,5.0523e-15,0,0,0,0.00013532,0,0,0,0.00026766,0,0,0,0,0,0,1.2152e-08,0,0,0.10798,0.79788,0,0,0,0.11255,0,0.00013383,1.5998e-37,0,0
