-9.0091e-05,7.9348e-07,-0.00017151,0.00020276,-0.0001156,-7.062e-05,-0.0017689,-0.00017347,-0.00010169,-3.589e-05,-2.3621e-05,-0.00012085,-0.00014112,-7.4587e-05,4.3336e-05
-3.5585e-05,4.6632e-05,-0.00012506,0.00027668,-6.3479e-05,-2.8382e-05,-0.0016848,-0.00011792,-3.882e-05,3.1373e-05,2.8687e-06,-6.592e-05,-0.0001059,-3.5829e-05,7.5625e-05
3.8636e-05,0.00012256,-5.7985e-05,0.00036921,1.2024e-05,2.9054e-05,-0.0015914,-5.5239e-05,4.2604e-05,0.00010273,3.473e-05,6.1037e-06,-5.6642e-05,1.5809e-05,0.0001402
5.5971e-05,0.00014106,-4.7365e-05,0.00039051,2.2767e-05,2.4232e-05,-0.0015386,-6.769e-05,1.1902e-05,0.00010901,3.3998e-05,2.0753e-05,-6.9582e-05,5.6764e-06,0.00014844
2.3804e-05,0.000112,-8.8626e-05,0.00034425,-2.6246e-05,-3.589e-05,-0.001515,-0.00013703,-8.8931e-05,6.0793e-05,6.9582e-06,-2.0692e-05,-0.00013562,-5.4872e-05,8.3987e-05
1.587e-06,8.9785e-05,-0.00012268,0.00029786,-7.239e-05,-8.7832e-05,-0.0014952,-0.00018555,-0.00014978,1.5625e-05,-1.0865e-05,-5.9694e-05,-0.00019025,-0.00010511,1.648e-05
-1.9898e-05,7.5076e-05,-0.00015113,0.00025703,-0.0001073,-0.00012348,-0.0014714,-0.00020588,-0.00017713,-1.1353e-05,-1.7273e-05,-8.3926e-05,-0.00022517,-0.00014014,-1.8006e-05
-5.0783e-05,6.653e-05,-0.0001775,0.00022724,-0.00013587,-0.00015363,-0.0014417,-0.00022797,-0.00020417,-2.8016e-05,-2.7772e-05,-0.00011078,-0.00025739,-0.00017005,-4.0651e-05
-3.8209e-05,9.418e-05,-0.00017023,0.0002533,-0.00012848,-0.00014747,-0.0013943,-0.000232,-0.0002024,-2.3377e-05,-2.9847e-05,-0.00011017,-0.00026173,-0.00016358,-3.8148e-05
2.3438e-05,0.00015113,-0.00012677,0.0003343,-8.0813e-05,-9.9185e-05,-0.0013298,-0.00020289,-0.00015802,1.0376e-06,-1.6297e-05,-6.5249e-05,-0.00022175,-0.00011579,4.2726e-07
6.6652e-05,0.00018769,-9.9857e-05,0.00039497,-4.3458e-05,-5.9389e-05,-0.0012718,-0.00018421,-0.00012311,1.2329e-05,-1.0254e-05,-2.6185e-05,-0.00017963,-8.3377e-05,3.6134e-05
7.8555e-05,0.00021119,-9.5096e-05,0.0003965,-2.6429e-05,-4.181e-05,-0.0012228,-0.00019147,-0.00011499,6.1647e-06,-2.002e-05,-1.6541e-05,-0.00016077,-7.5198e-05,4.7609e-05
