1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24224,0,0,0,0,0,0,0,0,0.0088637,0.45293,0.054125,1.028e-18,0,1.4867e-06,0,0,0,0.053995,0,0,0,0,0,0,0.51136,0,0,1.028e-18,2.1464e-32,0,0,5.5307e-50,9.1347e-12,0,0,0,0,0.053991
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40781,0,0,0,0,0,0,0,0,0.10798,0.48394,0.2464,5.0523e-15,0,0.00013383,0,0,0,0.24237,0,0,0,0,0,0,0.78031,0,0,5.0523e-15,2.1188e-27,0,0,1.0966e-43,6.0759e-09,0,0,0,0,0.24197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34995,0,0,0,0,0,0,0,0,0.48421,0.45293,0.45293,9.1347e-12,0,0.0044318,0,0,0,0.41224,0,0,0,0,0,0,1.1073,0,0,9.1347e-12,7.6946e-23,0,0,7.9988e-38,1.4867e-06,0,0,0,0,0.39894
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53807,0,0,0,0,0,0,0,0,0.80675,0.2464,0.48394,6.0759e-09,0,0.053991,0,0,0,0.40421,0,0,0,0,0,0,1.0537,0,0,6.0759e-09,1.028e-18,0,0,2.1464e-32,0.00013384,0,0,0,0,0.24197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80675,0,0,0,0,0,0,0,0,0.59219,0.054125,0.45293,1.4867e-06,0,0.24197,0,0,0,0.78877,0,0,0,0,0,0,1.1301,0,0,1.4867e-06,5.0523e-15,0,0,2.1188e-27,0.0044333,0,0,0,0,0.053991
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53807,0,0,0,0,0,0,0,0,0.60092,0.0044333,0.2464,0.00013383,0,0.39894,0,0,0,1.3092,0,0,0,0,0,0,1.5061,0,0,0.00013383,9.1347e-12,0,0,7.6946e-23,0.054125,0,0,0,0,0.0044318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35009,0,0,0,0,0,0,0,0,0.91917,0.00013384,0.054125,0.0044318,0,0.24197,0,0,0,1.21,0,0,0,0,0,0,1.1838,0,0,0.0044319,6.0759e-09,0,0,1.028e-18,0.2464,0,0,0,0,0.00013383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41224,0,0,0,0,0,0,0,0,1.0224,1.4867e-06,0.0044333,0.053991,0,0.053991,0,0,0,0.95986,0,0,0,0,0,0,0.65505,0,0,0.053992,1.4867e-06,0,0,5.0523e-15,0.45293,0,0,0,0,1.4867e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29623,0,0,0,5.5209e-88,0,0,0,0,1.1567,6.0759e-09,0.00013384,0.24197,0,0.0044318,0,0,0,0.49724,0,0,0,0,0,0,0.57864,0,0,0.2421,0.00013383,0,0,9.1347e-12,0.48395,0,0,0,0,6.0759e-09
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2961,0,0,0,1.6246e-79,0,0,0,0,1,9.1347e-12,1.4867e-06,0.39894,0,0.00013383,0,0,0,0.10838,0,0,0,0,0,0,0.78474,0,0,0.40338,0.0044318,0,0,6.0759e-09,0.45333,0,0,0,0,9.1347e-12
